"icon-asset","icon-name"
"passkey","Passkey"
"report_off","Report Off"
"shield_lock","Shield Lock"
"shield_person","Shield Person"
"shield_locked","Shield Locked"
"shield_question","Shield Question"
"vpn_key_alert","Vpn Key Alert"
"apartment","Apartment"
"location_city","Location City"
"fitness_center","Fitness Center"
"lunch_dining","Lunch Dining"
"spa","Spa"
"cottage","Cottage"
"local_cafe","Local Cafe"
"hotel","Hotel"
"family_restroom","Family Restroom"
"beach_access","Beach Access"
"local_bar","Local Bar"
"pool","Pool"
"other_houses","Other Houses"
"luggage","Luggage"
"liquor","Liquor"
"casino","Casino"
"airplane_ticket","Airplane Ticket"
"room_service","Room Service"
"sports_bar","Sports Bar"
"bakery_dining","Bakery Dining"
"ramen_dining","Ramen Dining"
"nightlife","Nightlife"
"local_dining","Local Dining"
"holiday_village","Holiday Village"
"icecream","Icecream"
"escalator_warning","Escalator Warning"
"dinner_dining","Dinner Dining"
"museum","Museum"
"food_bank","Food Bank"
"night_shelter","Night Shelter"
"festival","Festival"
"attractions","Attractions"
"golf_course","Golf Course"
"stairs","Stairs"
"villa","Villa"
"smoke_free","Smoke Free"
"smoking_rooms","Smoking Rooms"
"car_rental","Car Rental"
"airline_seat_recline_normal","Airline Seat Recline Normal"
"elevator","Elevator"
"gite","Gite"
"child_friendly","Child Friendly"
"airline_seat_recline_extra","Airline Seat Recline Extra"
"breakfast_dining","Breakfast Dining"
"carpenter","Carpenter"
"car_repair","Car Repair"
"cabin","Cabin"
"brunch_dining","Brunch Dining"
"do_not_touch","Do Not Touch"
"no_food","No Food"
"houseboat","Houseboat"
"tapas","Tapas"
"rice_bowl","Rice Bowl"
"wheelchair_pickup","Wheelchair Pickup"
"bento","Bento"
"no_drinks","No Drinks"
"do_not_step","Do Not Step"
"airline_seat_flat","Airline Seat Flat"
"bungalow","Bungalow"
"escalator","Escalator"
"airline_seat_individual_suite","Airline Seat Individual Suite"
"chalet","Chalet"
"no_luggage","No Luggage"
"travel","Travel"
"airline_seat_legroom_extra","Airline Seat Legroom Extra"
"airline_seat_flat_angled","Airline Seat Flat Angled"
"airline_seat_legroom_normal","Airline Seat Legroom Normal"
"airline_seat_legroom_reduced","Airline Seat Legroom Reduced"
"no_stroller","No Stroller"
"flights_and_hotels","Flights And Hotels"
"personal_places","Personal Places"
"trip","Trip"
"travel_luggage_and_bags","Travel Luggage And Bags"
"personal_bag","Personal Bag"
"carry_on_bag_question","Carry On Bag Question"
"concierge","Concierge"
"personal_bag_question","Personal Bag Question"
"checked_bag","Checked Bag"
"carry_on_bag_checked","Carry On Bag Checked"
"your_trips","Your Trips"
"checked_bag_question","Checked Bag Question"
"carry_on_bag","Carry On Bag"
"personal_bag_off","Personal Bag Off"
"carry_on_bag_inactive","Carry On Bag Inactive"
"house","House"
"bed","Bed"
"ac_unit","Ac Unit"
"chair","Chair"
"electric_bolt","Electric Bolt"
"coffee","Coffee"
"sensors","Sensors"
"child_care","Child Care"
"back_hand","Back Hand"
"emergency_home","Emergency Home"
"checkroom","Checkroom"
"grass","Grass"
"shower","Shower"
"mode_fan","Mode Fan"
"mop","Mop"
"kitchen","Kitchen"
"thermometer","Thermometer"
"styler","Styler"
"yard","Yard"
"bathtub","Bathtub"
"king_bed","King Bed"
"roofing","Roofing"
"energy_savings_leaf","Energy Savings Leaf"
"window","Window"
"valve","Valve"
"cooking","Cooking"
"garage_home","Garage Home"
"door_front","Door Front"
"mode_heat","Mode Heat"
"light","Light"
"foundation","Foundation"
"garage","Garage"
"outdoor_grill","Outdoor Grill"
"table_restaurant","Table Restaurant"
"dining","Dining"
"sensor_occupied","Sensor Occupied"
"deck","Deck"
"weekend","Weekend"
"coffee_maker","Coffee Maker"
"humidity_high","Humidity High"
"highlight","Highlight"
"flatware","Flatware"
"humidity_low","Humidity Low"
"fireplace","Fireplace"
"mode_night","Mode Night"
"electric_meter","Electric Meter"
"tv_gen","Tv Gen"
"humidity_mid","Humidity Mid"
"bedroom_parent","Bedroom Parent"
"chair_alt","Chair Alt"
"scene","Scene"
"blender","Blender"
"microwave","Microwave"
"heat_pump","Heat Pump"
"bedroom_baby","Bedroom Baby"
"single_bed","Single Bed"
"oven_gen","Oven Gen"
"bathroom","Bathroom"
"hardware","Hardware"
"in_home_mode","In Home Mode"
"hot_tub","Hot Tub"
"mode_off_on","Mode Off On"
"sprinkler","Sprinkler"
"mode_cool","Mode Cool"
"table_bar","Table Bar"
"gas_meter","Gas Meter"
"crib","Crib"
"propane_tank","Propane Tank"
"living","Living"
"soap","Soap"
"countertops","Countertops"
"home_iot_device","Home Iot Device"
"fire_extinguisher","Fire Extinguisher"
"outlet","Outlet"
"remote_gen","Remote Gen"
"gate","Gate"
"matter","Matter"
"sensor_door","Sensor Door"
"event_seat","Event Seat"
"airware","Airware"
"faucet","Faucet"
"air_freshener","Air Freshener"
"dishwasher_gen","Dishwasher Gen"
"energy_program_saving","Energy Program Saving"
"balcony","Balcony"
"water_damage","Water Damage"
"wash","Wash"
"camera_indoor","Camera Indoor"
"bedroom_child","Bedroom Child"
"house_siding","House Siding"
"switch","Switch"
"microwave_gen","Microwave Gen"
"detector_smoke","Detector Smoke"
"door_sliding","Door Sliding"
"iron","Iron"
"energy_program_time_used","Energy Program Time Used"
"desk","Desk"
"umbrella","Umbrella"
"fence","Fence"
"water_heater","Water Heater"
"dresser","Dresser"
"doorbell","Doorbell"
"door_back","Door Back"
"mode_fan_off","Mode Fan Off"
"hvac","Hvac"
"emergency_share","Emergency Share"
"kettle","Kettle"
"camera_outdoor","Camera Outdoor"
"air_purifier_gen","Air Purifier Gen"
"emergency_heat","Emergency Heat"
"stroller","Stroller"
"curtains","Curtains"
"multicooker","Multicooker"
"sensors_off","Sensors Off"
"shield_moon","Shield Moon"
"mode_heat_cool","Mode Heat Cool"
"emergency_recording","Emergency Recording"
"thermostat_auto","Thermostat Auto"
"smart_outlet","Smart Outlet"
"controller_gen","Controller Gen"
"blinds","Blinds"
"roller_shades","Roller Shades"
"dry","Dry"
"blinds_closed","Blinds Closed"
"roller_shades_closed","Roller Shades Closed"
"propane","Propane"
"apparel","Apparel"
"sensor_window","Sensor Window"
"thermostat_carbon","Thermostat Carbon"
"range_hood","Range Hood"
"tv_with_assistant","Tv With Assistant"
"doorbell_3p","Doorbell 3p"
"blanket","Blanket"
"vertical_shades_closed","Vertical Shades Closed"
"vertical_shades","Vertical Shades"
"curtains_closed","Curtains Closed"
"mode_heat_off","Mode Heat Off"
"health_and_beauty","Health And Beauty"
"mode_cool_off","Mode Cool Off"
"family_home","Family Home"
"tamper_detection_off","Tamper Detection Off"
"grocery","Grocery"
"light_off","Light Off"
"thermometer_gain","Thermometer Gain"
"household_supplies","Household Supplies"
"vacuum","Vacuum"
"shelves","Shelves"
"garage_door","Garage Door"
"home_and_garden","Home And Garden"
"wall_art","Wall Art"
"dishwasher","Dishwasher"
"thermometer_add","Thermometer Add"
"skillet","Skillet"
"air_purifier","Air Purifier"
"home_improvement_and_tools","Home Improvement And Tools"
"oven","Oven"
"thermometer_loss","Thermometer Loss"
"hallway","Hallway"
"thermometer_minus","Thermometer Minus"
"emergency_share_off","Emergency Share Off"
"stockpot","Stockpot"
"skillet_cooktop","Skillet Cooktop"
"emergency_heat_2","Emergency Heat 2"
"stadia_controller","Stadia Controller"
"door_open","Door Open"
"nest_eco_leaf","Nest Eco Leaf"
"device_reset","Device Reset"
"nest_remote_comfort_sensor","Nest Remote Comfort Sensor"
"nest_clock_farsight_analog","Nest Clock Farsight Analog"
"laundry","Laundry"
"battery_horiz_075","Battery Horiz 075"
"shield_with_heart","Shield With Heart"
"temp_preferences_eco","Temp Preferences Eco"
"familiar_face_and_zone","Familiar Face And Zone"
"tools_power_drill","Tools Power Drill"
"airwave","Airwave"
"productivity","Productivity"
"battery_horiz_050","Battery Horiz 050"
"nest_heat_link_gen_3","Nest Heat Link Gen 3"
"nest_display","Nest Display"
"weather_snowy","Weather Snowy"
"ev_charger","Ev Charger"
"activity_zone","Activity Zone"
"nest_remote","Nest Remote"
"cleaning_bucket","Cleaning Bucket"
"settings_alert","Settings Alert"
"nest_cam_indoor","Nest Cam Indoor"
"arrows_more_up","Arrows More Up"
"home_storage","Home Storage"
"nest_heat_link_e","Nest Heat Link E"
"nest_multi_room","Nest Multi Room"
"nest_secure_alarm","Nest Secure Alarm"
"battery_horiz_000","Battery Horiz 000"
"detection_and_zone","Detection And Zone"
"light_group","Light Group"
"nest_cam_outdoor","Nest Cam Outdoor"
"google_wifi","Google Wifi"
"nest_thermostat_gen_3","Nest Thermostat Gen 3"
"tools_pliers_wire_stripper","Tools Pliers Wire Stripper"
"mfg_nest_yale_lock","Mfg Nest Yale Lock"
"detector_alarm","Detector Alarm"
"early_on","Early On"
"tools_ladder","Tools Ladder"
"nest_cam_iq_outdoor","Nest Cam Iq Outdoor"
"floor_lamp","Floor Lamp"
"nest_mini","Nest Mini"
"nest_clock_farsight_digital","Nest Clock Farsight Digital"
"nest_cam_iq","Nest Cam Iq"
"home_speaker","Home Speaker"
"nest_hello_doorbell","Nest Hello Doorbell"
"nest_audio","Nest Audio"
"home_max_dots","Home Max Dots"
"zone_person_urgent","Zone Person Urgent"
"motion_sensor_active","Motion Sensor Active"
"nest_wifi_router","Nest Wifi Router"
"cool_to_dry","Cool To Dry"
"house_with_shield","House With Shield"
"nest_display_max","Nest Display Max"
"shield_with_house","Shield With House"
"nest_farsight_weather","Nest Farsight Weather"
"chromecast_2","Chromecast 2"
"battery_profile","Battery Profile"
"window_closed","Window Closed"
"heat_pump_balance","Heat Pump Balance"
"arming_countdown","Arming Countdown"
"nest_found_savings","Nest Found Savings"
"self_care","Self Care"
"detector_status","Detector Status"
"window_open","Window Open"
"tools_level","Tools Level"
"nest_thermostat_zirconium_eu","Nest Thermostat Zirconium Eu"
"zone_person_alert","Zone Person Alert"
"arrows_more_down","Arrows More Down"
"nest_cam_wired_stand","Nest Cam Wired Stand"
"nest_true_radiant","Nest True Radiant"
"detector","Detector"
"door_sensor","Door Sensor"
"nest_detect","Nest Detect"
"climate_mini_split","Climate Mini Split"
"nest_doorbell_visitor","Nest Doorbell Visitor"
"nest_wifi_point","Nest Wifi Point"
"quiet_time","Quiet Time"
"nest_cam_floodlight","Nest Cam Floodlight"
"nest_tag","Nest Tag"
"tools_installation_kit","Tools Installation Kit"
"nest_connect","Nest Connect"
"nest_thermostat_sensor","Nest Thermostat Sensor"
"nest_thermostat_sensor_eu","Nest Thermostat Sensor Eu"
"nest_sunblock","Nest Sunblock"
"tools_phillips","Tools Phillips"
"doorbell_chime","Doorbell Chime"
"nest_thermostat_e_eu","Nest Thermostat E Eu"
"detector_co","Detector Co"
"tools_flat_head","Tools Flat Head"
"table_lamp","Table Lamp"
"detector_battery","Detector Battery"
"nest_wake_on_approach","Nest Wake On Approach"
"nest_wake_on_press","Nest Wake On Press"
"motion_sensor_urgent","Motion Sensor Urgent"
"window_sensor","Window Sensor"
"motion_sensor_alert","Motion Sensor Alert"
"tamper_detection_on","Tamper Detection On"
"nest_cam_magnet_mount","Nest Cam Magnet Mount"
"zone_person_idle","Zone Person Idle"
"quiet_time_active","Quiet Time Active"
"nest_cam_stand","Nest Cam Stand"
"nest_cam_wall_mount","Nest Cam Wall Mount"
"wall_lamp","Wall Lamp"
"detector_offline","Detector Offline"
"motion_sensor_idle","Motion Sensor Idle"
"sensors_krx","Sensors Krx"
"water_pump","Water Pump"
"nest_thermostat","Nest Thermostat"
"heat","Heat"
"assistant_on_hub","Assistant On Hub"
"mode_dual","Mode Dual"
"nest_protect","Nest Protect"
"sensors_krx_off","Sensors Krx Off"
"google_tv_remote","Google Tv Remote"
"aq_indoor","Aq Indoor"
"on_hub_device","On Hub Device"
"aq","Aq"
"nest_wifi_pro","Nest Wifi Pro"
"farsight_digital","Farsight Digital"
"humidity_indoor","Humidity Indoor"
"nest_wifi_pro_2","Nest Wifi Pro 2"
"nest_gale_wifi","Nest Gale Wifi"
